nombre;precio;volumen
Sopa de pollo con fideos finos bajo en sal Gallina Blanca sobre 68 g;0,85;(12,50 €/KILO)
Sopa de verduras Gallina Blanca sobre 51 g;0,85;(16,67 €/KILO)
Caldo vegetal Knorr caja 12 unidades;1,69;(0,14 €/UNIDAD)
Crema de espárragos Gallina Blanca Sopinstant caja 57 g;1,49;(26,14 €/KILO)
Caldo de pollo 100% natural Gallina Blanca Avecrem caja 10 unidades;1,65;(0,17 €/UNIDAD)
Sopa de verduras con picatostes Gallina Blanca Sopinstant caja 51 g;1,49;(29,22 €/KILO)
Fideos orientales yakisoba Gallina Blanca Yatekomo vaso 93 g;1,95;(20,97 €/KILO)
Puré de patatas con leche Mousline caja 230 g;2,69;(11,70 €/KILO)
Fideos orientales yakisoba pollo Gallina Blanca Yatekomo bolsa 93 g;1,59;(17,10 €/KILO)
Crema de champiñones Knorr sobre 62 g;1,19;(19,19 €/KILO)
Caldo de pollo casero Al Punto Dia brik 1 l;0,70;(0,70 €/LITRO)
Caldo casero de pollo 100% natural Gallina Blanca brik 1 l;2,20;(2,20 €/LITRO)
Crema de calabaza Al Punto Dia brik 500 ml;1,00;(2,00 €/LITRO)
Crema de calabacín con queso Al Punto Dia brik 500 ml;1,00;(2,00 €/LITRO)
Crema de verduras Al Punto Dia brik 500 ml;1,00;(2,00 €/LITRO)
Caldo de cocido Al Punto Dia brik 1 l;0,90;(0,90 €/LITRO)
Caldo de verduras Al Punto Dia brik 1 l;1,15;(1,15 €/LITRO)
(1,00 €/LITRO);Caldo para paella Al Punto Dia brik 1 l;2,10 €
(2,10 €/LITRO);Caldo casero de verduras Gallina Blanca brik 1 l;2,20 €
(2,20 €/LITRO);Crema de zanahoria, calabaza y guisantes Knorr brik 500 ml;2,29 €
(4,58 €/LITRO);Caldo de pollo 100% natural Gallina Blanca brik 2 x 1 l;4,19 €
(2,10 €/LITRO);Crema de bogavante y cigalas Knorr brik 500 ml;3,29 €
(6,58 €/LITRO);Caldo de cocido 100% natural Gallina Blanca brik 2 x 1 l;4,19 €
(2,10 €/LITRO);Caldo natural de pollo Gallo brik 1 l;1,99 €
(1,99 €/LITRO);Caldo natural de pollo Aneto brik 1 l;4,35 €
(4,35 €/LITRO);Caldo de pescado gourmet Gallina Blanca brik 1 l;2,99 €
(2,99 €/LITRO);Caldo de pollo fresco con hortalizas 100% natural Al Punto Dia brik 1 l;1,75 €
(1,75 €/LITRO);Crema de verduras mediterráneas Knorr caja 500 ml;2,25 €
(4,50 €/LITRO);Fumet de pescado Gallina Blanca brik 1 l;3,45 €
(3,45 €/LITRO);Caldo natural de pollo Aneto brik 500 ml;1,50 €
(3,00 €/LITRO);Caldo de pollo bajo en sal Al Punto Dia brik 1 l;1,20 €
(1,20 €/LITRO);Crema de puerro y patata Knorr sobre 500 ml;2,29 €
(4,58 €/LITRO);Caldo casero de pollo y 8 verduras Gallina Blanca brik 1 l;2,20 €
(2,20 €/LITRO);Caldo casero de puchero Gallina Blanca brik 1 l;2,20 €
(2,20 €/LITRO);Caldo natural de pollo con jamón ibérico Gallo brik 1 l;1,99 €
(1,99 €/LITRO);Caldo para paella de marisco Gallina Blanca brik 1 l;3,49 €
(3,49 €/LITRO);Caldo natural de cocido Gallo brik 1 l;1,99 €
(1,99 €/LITRO);Caldo de pollo bajo en sal 100% natural Gallina Blanca brik 1 l;2,20 €
(2,20 €/LITRO);Crema de verduras de la huerta Knorr sobre 500 ml;2,29 €
(4,58 €/LITRO);Caldo ramen de pollo Itsu brik 500 ml;2,95 €
(5,90 €/LITRO);Caldo casero de cocido 100% natural Gallina Blanca brik 1 l;2,20 €
(2,20 €/LITRO);Caldo de carne 100% natural Gallina Blanca brik 1 l;2,20 €
(2,20 €/LITRO);Crema casera de pollo con verduras Gallina Blanca brik 500 ml;1,99 €
(3,98 €/LITRO);Caldo gourmet de pollo con jamón Gallina Blanca brik 1 l;2,99 €
(2,99 €/LITRO);Caldo gourmet de pollo Gallina Blanca brik 1 l;2,99 €
(2,99 €/LITRO);Caldo natural de verduras Gallo brik 1 l;1,99 €
(1,99 €/LITRO);Caldo de pescado 100% natural Gallina Blanca brik 1 l;2,20 €
(2,20 €/LITRO);Crema de calabaza Al Punto Dia botella 490 ml;2,59 €
Pan de molde formato familiar El molino de Dia bolsa 820 g;1,25;(1,52 €/KILO)
Pan de molde blanco sin corteza El molino de Dia bolsa 450 g;1,20;(2,67 €/KILO)
Pan de molde 100% integral familiar El molino de Dia bolsa 820 g;1,25;(1,52 €/KILO)
Pan de molde formato familiar Bimbo bolsa 700 g;2,35;(3,36 €/KILO)
Tortillas trigo Al Punto Dia bolsa 320 g;1,25;(3,91 €/KILO)
Pan de hamburguesas Bimbo bolsa 300 g;2,35;(7,83 €/KILO)
Pan de hamburguesa maxi El molino de Dia bolsa 300 g;0,90;(3,00 €/KILO)
Panecillos para perritos El molino de Dia bolsa 330 g;0,95;(2,16 €/KILO)
Pan de hamburguesa brioche El molino de Dia bolsa 300 g;1,69;(5,63 €/KILO)
Pan de molde 100% integral sin corteza El molino de Dia bolsa 450 g;1,29;(2,87 €/KILO)
Pan de molde blanco El molino de Dia bolsa 460 g;0,85;(1,85 €/KILO)
Hogaza de centeno y avena El molino de Dia bolsa 500 g;2,05;(4,10 €/KILO)
Pan integral multicereales para sándwich El molino de Dia bolsa 310 g;1,49;(4,81 €/KILO)
Pan de molde integral 15 cereales y semillas El molino de Dia bolsa 675 g;1,69;(2,50 €/KILO)
Pan hot dog rústico El molino de Dia bolsa 330 g;1,39;(4,21 €/KILO)
Tortilla integral Al Punto Dia bolsa 320 g;1,65;(5,16 €/KILO)
Chapata de cristal 2 unidades bolsa 190 g;1,71;(9,00 €/KILO)
Pan de molde 100% integral El molino de Dia bolsa 460 g;0,95;(2,07 €/KILO)
Pan de molde especial tostadas El molino de Dia bolsa 820 g;1,79;(2,18 €/KILO)
Pan brioche Selección Mundial de Dia bolsa 500 g;2,79;(5,58 €/KILO)
Pan de molde alto en proteínas El molino de Dia bolsa 400 g;2,19;(5,48 €/KILO)
Hogaza de centeno El molino de Dia bolsa 500 g;2,05;(4,10 €/KILO)
Pan de molde masa madre The rustik bakery bolsa 400 g;2,99;(7,48 €/KILO)
Mollete de Antequera El molino de Dia bolsa 280 g;1,18;(4,21 €/KILO)
Pan de molde rústico El molino de Dia bolsa 600 g;1,75;(2,92 €/KILO)
Pan de molde artesano Bimbo bolsa 550 g;2,99;(5,98 €/KILO)
Pan de hamburguesa El molino de Dia bolsa 220 g;0,99;(4,50 €/KILO)
Hogaza con pipas de calabaza El molino de Dia bolsa 500 g;2,05;(4,10 €/KILO)
Pan de pita precocido Star bolsa 400 g;2,25;(5,63 €/KILO)
Pan de molde masa madre con cereales The rustik bakery bolsa 400 g;2,99;(7,48 €/KILO)
Pan de molde blanco sin corteza Bimbo bolsa 450 g;2,59;(5,76 €/KILO)
Tortillas de trigo para burrito Mexifoods bolsa 370 g;2,49;(6,73 €/KILO)
Pan de molde natural 100% integral Bimbo bolsa 360 g;2,59;(7,19 €/KILO)
Pan de molde reduce colesterol El molino de Dia bolsa 480 g;2,49;(4,06 €/KILO)
Pan de molde blanco grande Bimbo bolsa 430 g;1,59;(3,70 €/KILO)
Chapata sin gluten El molino de Dia bolsa 120 g;1,55;(12,92 €/KILO)
Pan de molde sin gluten El molino de Dia bolsa 280 g;1,99;(7,11 €/KILO)
Bagels con semillas Bimbo bolsa 300 g;2,95;(9,83 €/KILO)
Pan de molde con semillas sin gluten El molino de Dia bolsa 280 g;1,99;(7,11 €/KILO)
Tortillas wraps Old El Paso bolsa 350 g;3,39;(9,69 €/KILO)
Picos de pan El molino de Dia bolsa 250 g;0,85;(3,40 €/KILO)
Palitos de pan con pipas Naturmundo de Dia bolsa 90 g;0,79;(8,78 €/KILO)
Biscotes El molino de Dia bolsa 540 g;1,95;(3,61 €/KILO)
Picos integrales El molino de Dia bolsa 250 g;0,85;(3,40 €/KILO)
Cóctel de picos El molino de Dia bolsa 250 g;1,25;(5,00 €/KILO)
Regañás El molino de Dia bolsa 250 g;1,09;(4,36 €/KILO)
Picos camperos El molino de Dia bolsa 250 g;0,99;(3,96 €/KILO)
Picos rústicos con aceite de oliva El molino de Dia bolsa 130 g;1,59;(12,23 €/KILO)
Biscotes integrales El molino de Dia bolsa 540 g;1,99;(3,69 €/KILO)
Panecillos tostados con ajo y perejil El molino de Dia bolsa 160 g;1,18;(7,38 €/KILO)
Panecillo 100% integral El molino de Dia bolsa 225 g;0,83;(3,69 €/KILO)
Regañás con aceite de oliva virgen extra El molino de Dia bolsa 150 g;1,45;(9,67 €/KILO)
Panecillos tostados con tomate y orégano El molino de Dia bolsa 160 g;1,18;(7,38 €/KILO)
Grissinis finos Selección Mundial de Dia bolsa 250 g;1,88;(7,52 €/KILO)
Pan tostado normal El molino de Dia bolsa 270 g;1,05;(3,89 €/KILO)
Picatostes fritos El molino de Dia bolsa 75 g;0,79;(10,53 €/KILO)
Picos camperos con aceite de oliva virgen extra El molino de Dia bolsa 200 g;1,35;(6,75 €/KILO)
Mini biscotes El molino de Dia bolsa 240 g;1,69;(7,04 €/KILO)
Pan tostado integral El molino de Dia bolsa 270 g;1,45;(5,37 €/KILO)
Rosquillas de pan El molino de Dia bolsa 250 g;0,95;(3,80 €/KILO)
Picos artesanos de jerez Horno la gañania bolsa 400 g;2,05;(5,13 €/KILO)
Mini biscotes con pasas El molino de Dia bolsa 110 g;1,19;(10,82 €/KILO)
Panecillos tostados El molino de Dia bolsa 225 g;0,79;(3,51 €/KILO)
Palitos de pan con queso Naturmundo de Dia bolsa 90 g;0,79;(8,78 €/KILO)
Pan tostado original Wasa paquete 205 g;2,49;(12,15 €/KILO)
Pan avena Wasa paquete 280 g;2,60;(9,29 €/KILO)
Mini tostas El molino de Dia caja 100 g;1,35;(13,50 €/KILO)
Picos reventaos El molino de Dia bolsa 250 g;1,05;(4,20 €/KILO)
Crackers tradicionales Recondo caja 250 g;2,39;(9,56 €/KILO)
Palitos de pan Saladitos Velarte bolsa 200 g;1,39;(6,95 €/KILO)
Picos de pan sin gluten El molino de Dia bolsa 100 g;1,49;(14,90 €/KILO)
Quelitas crujientes Quely bolsa 200 g;1,55;(7,75 €/KILO)
Pan tostado con sésamo Wasa paquete 200 g;2,59;(12,95 €/KILO)
Picatostes tostados El molino de Dia bolsa 90 g;0,79;(8,78 €/KILO)
Bocaditos sabor jamón y tomate Snatt's bolsa 110 g;1,49;(13,55 €/KILO)
Bocaditos de tomate y orégano Snatt's bolsa 110 g;1,49;(13,55 €/KILO)
Pan tostado integral Ortiz bolsa 36 unidades;2,99;(0,08 €/UNIDAD)
Palitos de pan con pipas Velarte bolsa 80 g;0,90;(11,25 €/KILO)
Piquitos bajo contenido en sal El molino de Dia bolsa 180 g;0,94;(5,22 €/KILO)
Mini tostas redondas Ortiz caja 100 g;1,99;(11,90 €/KILO)
Pan rallado Onena bolsa 750 g;0,99;(1,32 €/KILO)
Pan rallado ajo y perejil Onena paquete 500 g;1,05;(2,10 €/KILO)
Preparado para rebozar crujiente sin gluten Esgir bolsa 200 g;1,75;(8,75 €/KILO)
Pan rallado sin gluten Panceliac bolsa 400 g;2,69;(6,73 €/KILO)
Harina de trigo El molino de Dia paquete 1 Kg;0,72;(0,72 €/KILO)
Harina de fuerza El molino de Dia paquete 1 Kg;0,94;(0,94 €/KILO)
Levadura en polvo Delimagic de Dia sobre 90 g;0,69;(7,67 €/KILO)
Levadura fresca Levanova 2 x 25 g;0,49;(9,80 €/KILO)
Harina 100% de maíz blanco Pan bolsa 1 Kg;2,59;(2,59 €/KILO)
Harina de repostería El molino de Dia paquete 1 Kg;1,09;(1,09 €/KILO)
Harina de maíz Maizena caja 400 g;2,99;(7,48 €/KILO)
Preparado para hornear en polvo Royal caja 96 g;2,69;(28,02 €/KILO)
Harina de trigo Gallo paquete 1 Kg;1,45;(1,45 €/KILO)
Levadura de panadería Royal caja 27.5 g;2,19;(79,64 €/KILO)
Harina de trigo 100% integral El molino de Dia paquete 1 Kg;0,83;(0,83 €/KILO)
Harina de bizcocho Gallo paquete 1 Kg;1,79;(1,79 €/KILO)
Harina de espelta 100% integral El molino de Dia paquete 1 Kg;1,45;(1,45 €/KILO)
Harina de garbanzos El molino de Dia paquete 500 g;1,99;(3,98 €/KILO)
Harina de trigo especial frituras El molino de Dia paquete 1 Kg;1,21;(1,21 €/KILO)
Harina de trigo para repostería Gallo paquete 1 Kg;1,69;(1,69 €/KILO)
Levadura de panadería Maizena caja 28 g;1,99;(71,07 €/KILO)
Harina integral de trigo Gallo paquete 1 Kg;1,69;(1,69 €/KILO)
Harina mix sin gluten Gallo caja 500 g;3,10;(6,20 €/KILO)
Masa fina para pizza Al Punto Dia bolsa 260 g;1,19;(4,58 €/KILO)
Masa de hojaldre Al Punto Dia bolsa 230 g;1,19;(5,17 €/KILO)
Masa quebrada Al Punto Dia bolsa 230 g;1,29;(5,61 €/KILO)
Masa para empanadillas y postres Buitoni bolsa 160 g;1,10;(6,88 €/KILO)
Masa gruesa para empanadillas estilo argentino Buitoni bolsa 350 g;2,45;(7,00 €/KILO)
Masa hojaldre Casa Tarradellas bandeja 260 g;1,45;(5,58 €/KILO)
Masa fina para pizza Casa Tarradellas bandeja 260 g;1,45;(5,58 €/KILO)
Preparado para crepes Delimagic de Dia frasco 200 g;1,99;(9,95 €/KILO)
Preparado de tortitas americanas Mary Lee bolsa 156 g;1,75;(11,22 €/KILO)
Preparado para pastel fresco sabor limón Royal caja 103 g;1,60;(15,53 €/KILO)
Preparado para tarta de chocolate milka Royal caja 350 g;4,50;(12,86 €/KILO)
Caramelo líquido Delimagic de Dia botella 400 g;2,29;(5,73 €/KILO)
Preparado para flanes y natillas Flanin caja 192 g;1,75;(9,11 €/KILO)
Perlitas de chocolate Dr. Oetker bolsa 100 g;3,59;(35,90 €/KILO)
Gelatina en láminas Dr. Oetker bolsa 20 g;2,39;(119,50 €/KILO)
Preparado para brownies Dr. Oetker caja 456 g;4,99;(10,94 €/KILO)
Gelatina sabor fresa Royal caja 114 g;2,79;(24,47 €/KILO)
Preparado para tarta de queso Royal caja 325 g;3,99;(12,28 €/KILO)
Aroma de vainilla de Madagascar Dr. Oetker bote 35 ml;4,99;(142,57 €/LITRO)
Preparado para tortitas al cacao con trocitos de chocolate Dr. Oetker bolsa 210 g;2,99;(14,24 €/KILO)
Preparado para montar nata natafix Dr. Oetker caja 30 g;1,49;(49,67 €/KILO)
Preparado para cuajada Royal caja 60 g;1,81;(30,17 €/KILO)
Preparado para tarta de oreo Royal caja 215 g;3,99;(18,56 €/KILO)
Sirope de fresa Delimagic de Dia botella 295 g;1,65;(5,59 €/KILO)
Lápices pasteleros de colores Dr. Oetker caja 76 g;3,89;(51,18 €/KILO)
Preparado para flan contiene caramelo líquido Royal caja 232.5 g;2,25;(9,68 €/KILO)
Aroma de vainilla Dr. Oetker blister 8 g;2,89;(361,25 €/KILO)
Caramelo líquido Royal botella 400 g;2,90;(7,25 €/KILO)
Chocolate con leche para repostería Dr. Oetker bolsa 150 g;3,99;(26,60 €/KILO)
Coco rallado Dr. Oetker bolsa 130 g;2,49;(19,15 €/KILO)
Colorantes alimentarios Dr. Oetker caja 40 g;3,89;(97,25 €/KILO)
Sirope de arce puro Mary Lee bote 250 ml;6,49;(25,96 €/LITRO)
Preparado para bizcocho sin gluten Dr. Oetker caja 410 g;4,99;(12,17 €/KILO)
Preparado para crema catalana Royal caja 120 g;1,99;(16,58 €/KILO)
Preparado para natillas caseras Royal caja 100 g;1,50;(15,00 €/KILO)
Almendras molidas Dr. Oetker bolsa 130 g;4,19;(32,23 €/KILO)
Café molido mezcla Cafetería de Dia bolsa 2 x 250 g;4,99;(9,98 €/KILO)
Café molido natural Cafetería de Dia bolsa 2 x 250 g;4,99;(9,98 €/KILO)
Café soluble clásico Cafetería de Dia frasco 200 g;3,99;(19,95 €/KILO)
Café en cápsulas intenso Cafetería de Dia caja 16 unidades;3,59;(0,22 €/UNIDAD)
Café en cápsulas espresso intenso Arom'arte de Dia caja 20 unidades;3,99;(0,20 €/UNIDAD)
Café molido natural descafeinado Cafetería de Dia paquete 250 g;2,99;(11,96 €/KILO)
Café con leche en cápsulas Cafetería de Dia caja 16 unidades;3,59;(0,22 €/UNIDAD)
Café en cápsulas descafeinado Cafetería de Dia caja 16 unidades;3,59;(0,22 €/UNIDAD)
Café soluble natural Nescafé frasco 200 g;7,85;(39,25 €/KILO)
Café cappuccino Cafetería de Dia caja 125 g;1,99;(15,92 €/KILO)
Café molido natural crema e gusto Lavazza bolsa 250 g;4,89;(19,56 €/KILO)
Café soluble descafeinado Cafetería de Dia frasco 100 g;2,99;(29,90 €/KILO)
Café molido natural Marcilla bolsa 500 g;8,95;(17,90 €/KILO)
Café molido mezcla gran aroma Marcilla bolsa 250 g;4,79;(19,16 €/KILO)
Café molido mezcla intensa La estrella bolsa 2 x 250 g;6,89;(13,78 €/KILO)
Café molido mezcla Saimaza bolsa 250 g;4,19;(16,76 €/KILO)
Café en grano natural Cafetería de Dia bolsa 500 g;5,69;(11,38 €/KILO)
Café en cápsulas espresso descafeinado Arom'arte de Dia caja 20 unidades;3,99;(0,20 €/UNIDAD)
Café molido mezcla descafeinado Cafetería de Dia paquete 250 g;2,99;(11,96 €/KILO)
Café en cápsulas lungo Cafetería de Dia caja 16 unidades;3,59;(0,22 €/UNIDAD)
Café en cápsulas espresso Colombia Arom'arte de Dia caja 10 unidades;2,39;(0,24 €/UNIDAD)
Café soluble descafeinado Nescafé frasco 200 g;7,85;(39,25 €/KILO)
Café molido natural Saimaza bolsa 250 g;4,19;(16,76 €/KILO)
Café en cápsulas espresso fortissimo Arom'arte de Dia caja 20 unidades;3,99;(0,20 €/UNIDAD)
Café en cápsulas espresso extra intenso Arom'arte de Dia caja 20 unidades;3,99;(0,20 €/UNIDAD)
Café en cápsulas espresso ristretto Arom'arte de Dia caja 20 unidades;3,99;(0,20 €/UNIDAD)
Café en cápsulas espresso intenso Nescafé Dolce Gusto caja 16 unidades;5,19;(0,32 €/UNIDAD)
Café molido natural Toscaf bolsa 250 g;3,50;(14,00 €/KILO)
Cafe capuccino Nescafé caja 140 g;3,75;(26,79 €/KILO)
Café molido mezcla intensa La estrella bolsa 250 g;3,75;(15,00 €/KILO)
Café molido mezcla gran aroma Marcilla bolsa 500 g;8,95;(17,90 €/KILO)
Café soluble descafeinado Cafetería de Dia frasco 200 g;4,35;(21,75 €/KILO)
Café en cápsulas capuccino con aroma a caramelo Ubago caja 16 unidades;3,59;(0,22 €/UNIDAD)
Café molido natural Colombia Arom'arte de Dia bolsa 250 g;4,99;(19,96 €/KILO)
Café molido natural Bonka paquete 250 g;4,29;(17,16 €/KILO)
Café molido natural gran aroma Marcilla bolsa 250 g;4,79;(19,16 €/KILO)
Café molido natural intenso Toscaf bolsa 250 g;3,50;(14,00 €/KILO)
Café cortado en cápsulas Cafetería de Dia caja 16 unidades;3,59;(0,22 €/UNIDAD)
Café en cápsulas espresso ristretto descafeinado L'Or caja 20 unidades;7,89;(0,39 €/UNIDAD)
Café con leche en cápsulas Nescafé Dolce Gusto caja 30 unidades;8,99;(0,30 €/UNIDAD)
Soluble al cacao Temptation de Dia bote 500 g;2,99;(5,98 €/KILO)
Cacao soluble instantáneo Nesquik bote 390 g;3,79;(9,72 €/KILO)
Cacao soluble ColaCao bote 383 g;4,39;(11,46 €/KILO)
Cacao en polvo Temptation de Dia bolsa 400 g;1,99;(4,98 €/KILO)
Cacao soluble 0% azúcares añadidos ColaCao bote 325 g;4,29;(13,20 €/KILO)
Soluble al cacao instantáneo Temptation de Dia bote 800 g;4,19;(5,24 €/KILO)
Cacao soluble ColaCao bote 1.2 Kg;9,99;(8,33 €/KILO)
Soluble al cacao Temptation de Dia bote 900 g;4,49;(4,99 €/KILO)
Cacao instantáneo Nesquik estuche 2 Kg;12,19;(6,10 €/KILO)
Cacao soluble ColaCao caja 2.5 Kg;16,99;(6,80 €/KILO)
Cacao instantáneo Nesquik bolsa 1.2 Kg;8,49;(7,08 €/KILO)
Cacao soluble ColaCao bote 760 g;6,99;(9,20 €/KILO)
Soluble al cacao Temptation de Dia bolsa 1.5 Kg;6,59;(4,39 €/KILO)
Cacao soluble Patrulla Canina Bombón Sport bolsa 1 Kg;5,99;(5,99 €/KILO)
Cacao soluble original ColaCao caja 4.45 Kg;26,49;(5,95 €/KILO)
Perlitas de chocolate blanco Dr. Oetker bolsa 100 g;3,59;(35,90 €/KILO)
Cacao soluble instantáneo Nesquik lata 700 g;6,19;(8,84 €/KILO)
Cacao soluble instantáneo turbo ColaCao bote 750 g;6,99;(9,32 €/KILO)
Cacao soluble instantáneo 0% azúcares Nesquik bote 320 g;5,49;(17,16 €/KILO)
Cacao soluble instantáneo extra choc Nesquik bote 390 g;4,19;(10,74 €/KILO)
Cacao soluble instantáneo noche Nesquik bote 400 g;4,69;(11,73 €/KILO)
Cacao soluble instantáneo con trozos de galleta Jungly Nesquik bolsa 200 g;3,99;(19,95 €/KILO)
Cacao soluble intenso 70% Nesquik bote 300 g;4,69;(15,63 €/KILO)
Manzanilla Tetería de Dia caja 25 unidades;0,69;(0,03 €/UNIDAD)
Infusión de jengibre con limón Tetería de Dia caja 25 unidades;1,40;(0,06 €/UNIDAD)
Infusión poleo menta Tetería de Dia caja 25 unidades;0,81;(0,03 €/UNIDAD)
Infusión tila Tetería de Dia caja 25 unidades;1,06;(0,04 €/UNIDAD)
Infusión buenas noches Tetería de Dia caja 25 unidades;1,25;(0,05 €/UNIDAD)
Frutos rojos con hibisco Tetería de Dia caja 12 unidades;1,89;(0,16 €/UNIDAD)
Té negro Tetería de Dia caja 25 unidades;0,90;(0,04 €/UNIDAD)
Té negro sabor vainilla y caramelo Tetería de Dia caja 12 unidades;1,89;(0,16 €/UNIDAD)
Manzanilla con anís Tetería de Dia caja 40 unidades;1,75;(0,04 €/UNIDAD)
Infusión cola de caballo Pompadour caja 20 unidades;2,79;(0,14 €/UNIDAD)
Té verde Tetería de Dia caja 25 unidades;0,94;(0,04 €/UNIDAD)
Infusión manzanilla Hornimans caja 40 unidades;3,29;(0,08 €/UNIDAD)
Té verde con hierbabuena Tetería de Dia caja 25 unidades;1,55;(0,06 €/UNIDAD)
Infusión digestiva Tetería de Dia caja 25 unidades;1,25;(0,05 €/UNIDAD)
Infusión jengibre con y limón Pompadour caja 20 unidades;2,79;(0,14 €/UNIDAD)
Infusión de maca con jengibre, canela y naranja Hornimans caja 20 unidades;2,99;(0,15 €/UNIDAD)
Té rojo aromatizado Tetería de Dia caja 25 unidades;1,25;(0,05 €/UNIDAD)
Infusión quema-grasa Pompadour caja 20 unidades;2,79;(0,14 €/UNIDAD)
Infusión relax Tetería de Dia caja 25 unidades;1,25;(0,05 €/UNIDAD)
Infu sueños Hornimans caja 20 unidades;2,99;(0,15 €/UNIDAD)
Té verde a la menta Hornimans caja 20 unidades;2,99;(0,15 €/UNIDAD)
Infusión elimina gases Susaron caja 10 unidades;1,59;(0,16 €/UNIDAD)
Infusión duerme bien Pompadour caja 20 unidades;2,79;(0,14 €/UNIDAD)
Infusión frutal frambuesa y rooibos Hornimans caja 20 unidades;2,99;(0,15 €/UNIDAD)
Té classic Hornimans caja 40 unidades;3,29;(0,08 €/UNIDAD)
Infusión de cúrcuma con té matcha Hornimans caja 20 unidades;2,99;(0,15 €/UNIDAD)
Infusión laxsana sabor ciruela Susaron caja 20 unidades;2,59;(0,13 €/UNIDAD)
Rooibos y pétalos de girasol Tetería de Dia caja 12 unidades;1,89;(0,16 €/UNIDAD)
Infusión de jengibre y naranja Hornimans caja 15 unidades;2,79;(0,19 €/UNIDAD)
Té verde extra puro Hornimans caja 20 unidades;2,99;(0,15 €/UNIDAD)
Infusión de jengibre y arándanos Hornimans caja 15 unidades;2,79;(0,19 €/UNIDAD)
Infusión de arándanos Hornimans caja 20 unidades;2,99;(0,15 €/UNIDAD)
Infusión manzanilla con y anís Hornimans caja 25 unidades;2,29;(0,09 €/UNIDAD)
Infusión delgaxan fibra Pompadour caja 20 unidades;2,79;(0,14 €/UNIDAD)
Infusión de jengibre y limón Hornimans caja 15 unidades;2,79;(0,19 €/UNIDAD)
Infusión manzanilla con miel Hornimans caja 25 unidades;2,29;(0,09 €/UNIDAD)
Infusión tranquilidad Compañía de las Indias caja 20 unidades;2,29;(0,11 €/UNIDAD)
Infusión de valeriana Pompadour caja 20 unidades;2,79;(0,14 €/UNIDAD)
Infusión digestive Pompadour caja 20 unidades;2,79;(0,14 €/UNIDAD)
Infusión poleo menta Hornimans caja 40 unidades;3,29;(0,08 €/UNIDAD)
